token,chi2
christmas,41.518924974125696
hope,39.21381131229698
god,27.880944120122958
hungry,27.49934783561343
help,26.575703326387547
compassion,24.003166099851448
donate,20.511693096563718
lives,20.28616817105292
life,20.005572998118996
helping,19.97601119905012
hearts,18.794775277958014
poverty,18.021559450918147
darkness,16.274124864728606
plight,16.002250924241704
feed,15.536656289218461
mercy,15.026438385896576
dignity,14.177533232413058
jobless,14.116975533207873
poor,14.010920512314462
fasting,13.236874241261209
compassionate,12.827929690502646
streets,12.724854075960897
need,12.113384014321998
kindness,12.06345162333712
kids,11.972071300269187
needy,11.81918059218431
sight,11.474006783048464
underprivileged,11.389683226169687
begging,11.031497938324009
prayer,10.922944154629286
huddled,10.744936266100046
charity,10.626428341763948
children,10.553994601494347
feeding,10.301763422898606
dole,10.26569351719959
yong,10.182073265953589
betty,10.081486744277152
cycle,10.009945645506917
destitute,9.648162511158105
smiles,9.55752408903674
francis,9.43530874493104
beg,9.392356508484266
dedication,9.016041256853942
survival,8.822654065267276
homeless,8.81004879290963
bring,8.661192084100131
gift,8.64957825784457
teresa,8.43333221670753
diapers,8.417966720857443
society,8.388150313576482
pope,8.36626077830483
souls,8.356438930514917
hailing,8.287183493425326
tremendous,8.080421043490967
fortunate,7.680695112422536
hunger,7.678704030032484
volunteerism,7.654372220424819
christ,7.596080433494256
immigrants,7.306633355936878
philanthropic,7.194612640833483
desperately,7.187562063572777
monica,7.124644915009395
tribe,6.967187005751403
generous,6.871505814570449
foundation,6.851133113089935
fantastic,6.82819079479401
hell,6.7160365409259635
lifting,6.702731195573779
blessings,6.678074625891565
caring,6.676614893537138
giving,6.658654188658686
cold,6.648953228191277
producer,6.580566427457358
families,6.555248778177029
save,6.4664003779239625
dreamers,6.412130345015541
dreams,6.396646476012259
food,6.3789674196516675
touched,6.3102683853543
gives,6.302255591607517
fate,6.175037626711133
warmth,6.1491597237361
difference,6.142821213006591
fm,6.141183301348091
blessing,6.136228632808363
bread,6.10181806041047
person,6.079123701725319
winter,6.066542333020829
celebrates,6.029180646097103
illegal,5.8933742403937135
achieved,5.854979757624678
success,5.828603091177037
bible,5.817386353095663
wayside,5.745882012112188
presents,5.7314928226385975
trapped,5.709355581688115
lot,5.678110226537785
meaningful,5.640174142175444
birthplace,5.615548276933155
christians,5.592126355985801
live,5.578123190516298
philanthropy,5.4457844009739595
inspiring,5.430003954271493
let,5.3125973637584325
dispel,5.246614569221084
divine,5.224599246597223
believer,5.2219307625365925
educate,5.170722334327559
heart,5.132029191496251
humans,5.105083471332069
cracks,5.100850540573266
honored,5.100377980344747
respects,5.095971257013507
liberate,5.092639622149785
gifts,5.077498074165388
painting,5.060590140882018
kind,5.0219451359132385
restore,5.003742229770813
thessaloniki,4.9890887562815625
hopelessness,4.930637074526609
reverence,4.902253184783589
championed,4.860245952205274
abled,4.858305263931829
illiterate,4.853960707707695
overcome,4.814332268386383
instill,4.811781832626838
parcels,4.774457291912887
languishing,4.700096027167508
empowered,4.689119673169691
sorry,4.65001958915215
gave,4.617489522617982
deceived,4.615702872559957
addiction,4.557673670181558
excited,4.555270665208939
davutoglu,4.5160276308414415
blood,4.5146238841555455
hardships,4.460083549103799
sponsor,4.445313277248489
stateless,4.420796939687919
discarded,4.418119330044222
goodwill,4.412062694077188
holy,4.402308189932282
refuge,4.379239758866351
suffering,4.378746993920453
respectable,4.363602703121613
duty,4.3610904165030835
lifesaving,4.360090207295588
feeds,4.345818414195864
immigrant,4.312865543341502
